source_row_number,order_id,date,product,price,quantity,purchase_type,payment_method,manager,city,product_original,product_category,revenue,record_id,year,month_num,month_name,month,week_start,week_num,day_num,day_name,day_of_week_num,is_weekend,period_type
115,10573,2022-12-01,Beverages,2.95,677.97,Online,Credit Card,Remy Monet,Paris,Beverages,Beverage,2000.01,rec_c3aca01bfcbcbd9b,2022,12,Dec,2022-12,2022-11-28,48,1,Thursday,4,False,complete_day
113,10571,2022-12-01,Chicken Sandwiches,9.95,201.01,Online,Credit Card,Tom Jackson,London,Chicken Sandwiches,Main Course,2000.05,rec_c8b211dd9ecde3a4,2022,12,Dec,2022-12,2022-11-28,48,1,Thursday,4,False,complete_day
118,10576,2022-12-02,Chicken Sandwiches,9.95,201.01,Online,Credit Card,Remy Monet,Paris,Chicken Sandwiches,Main Course,2000.05,rec_057afbdbca0fccd3,2022,12,Dec,2022-12,2022-11-28,48,2,Friday,5,False,complete_day
119,10577,2022-12-02,Fries,3.49,630.37,Online,Credit Card,Remy Monet,Paris,Fries,Sides,2199.99,rec_0cd07d55cd1aeba3,2022,12,Dec,2022-12,2022-11-28,48,2,Friday,5,False,complete_day
121,10579,2022-12-02,Sides & Other,4.99,200.4,Online,Credit Card,Remy Monet,Paris,Sides & Other,Sides,1000.0,rec_218e3756ce8d332b,2022,12,Dec,2022-12,2022-11-28,48,2,Friday,5,False,complete_day
120,10578,2022-12-02,Beverages,2.95,677.97,Online,Credit Card,Remy Monet,Paris,Beverages,Beverage,2000.01,rec_44de3c73c76410e4,2022,12,Dec,2022-12,2022-11-28,48,2,Friday,5,False,complete_day
117,10575,2022-12-02,Burgers,12.99,523.48,Online,Credit Card,Remy Monet,Paris,Burgers,Main Course,6800.01,rec_eb83282d57480652,2022,12,Dec,2022-12,2022-11-28,48,2,Friday,5,False,complete_day
123,10581,2022-12-03,Chicken Sandwiches,9.95,201.01,Online,Credit Card,Remy Monet,Paris,Chicken Sandwiches,Main Course,2000.05,rec_7f0ced96fb430e98,2022,12,Dec,2022-12,2022-11-28,48,3,Saturday,6,True,complete_day
122,10580,2022-12-03,Burgers,12.99,523.48,Online,Credit Card,Remy Monet,Paris,Burgers,Main Course,6800.01,rec_b5b8f9fbdfbdbcb8,2022,12,Dec,2022-12,2022-11-28,48,3,Saturday,6,True,complete_day
126,10584,2022-12-03,Sides & Other,4.99,200.4,Online,Credit Card,Tom Jackson,London,Sides & Other,Sides,1000.0,rec_ba66df219a291a38,2022,12,Dec,2022-12,2022-11-28,48,3,Saturday,6,True,complete_day
125,10583,2022-12-03,Beverages,2.95,677.97,Online,Credit Card,Tom Jackson,London,Beverages,Beverage,2000.01,rec_ca425f21b3e95e44,2022,12,Dec,2022-12,2022-11-28,48,3,Saturday,6,True,complete_day
124,10582,2022-12-03,Fries,3.49,630.37,Online,Credit Card,Tom Jackson,London,Fries,Sides,2199.99,rec_cb53f8071a6c76d3,2022,12,Dec,2022-12,2022-11-28,48,3,Saturday,6,True,complete_day
127,10585,2022-12-04,Burgers,12.99,538.88,Online,Credit Card,Tom Jackson,London,Burgers,Main Course,7000.05,rec_5e0ed8386f482682,2022,12,Dec,2022-12,2022-11-28,48,4,Sunday,7,True,complete_day
128,10586,2022-12-04,Chicken Sandwiches,9.95,201.01,Online,Credit Card,Tom Jackson,London,Chicken Sandwiches,Main Course,2000.05,rec_8a4911b67826aba8,2022,12,Dec,2022-12,2022-11-28,48,4,Sunday,7,True,complete_day
136,10594,2022-12-05,Sides & Other,4.99,200.4,Online,Credit Card,Tom Jackson,London,Sides & Other,Sides,1000.0,rec_1994671d38215fbf,2022,12,Dec,2022-12,2022-12-05,49,5,Monday,1,False,complete_day
133,10591,2022-12-05,Chicken Sandwiches,9.95,201.01,Online,Credit Card,Tom Jackson,London,Chicken Sandwiches,Main Course,2000.05,rec_6e314bdad73bf8f6,2022,12,Dec,2022-12,2022-12-05,49,5,Monday,1,False,complete_day
132,10590,2022-12-05,Burgers,12.99,554.27,Online,Credit Card,Tom Jackson,London,Burgers,Main Course,7199.97,rec_733dbbbe661280bb,2022,12,Dec,2022-12,2022-12-05,49,5,Monday,1,False,complete_day
135,10593,2022-12-05,Beverages,2.95,677.97,Online,Credit Card,Tom Jackson,London,Beverages,Beverage,2000.01,rec_9c96266945bda36f,2022,12,Dec,2022-12,2022-12-05,49,5,Monday,1,False,complete_day
134,10592,2022-12-05,Fries,3.49,573.07,Online,Credit Card,Tom Jackson,London,Fries,Sides,2000.01,rec_b324bff69f7d4434,2022,12,Dec,2022-12,2022-12-05,49,5,Monday,1,False,complete_day
141,10599,2022-12-06,Sides & Other,4.99,200.4,Online,Credit Card,Tom Jackson,London,Sides & Other,Sides,1000.0,rec_3452240487c6b760,2022,12,Dec,2022-12,2022-12-05,49,6,Tuesday,2,False,complete_day
140,10598,2022-12-06,Beverages,2.95,677.97,Online,Credit Card,Tom Jackson,London,Beverages,Beverage,2000.01,rec_ad4b3a13008920ae,2022,12,Dec,2022-12,2022-12-05,49,6,Tuesday,2,False,complete_day
138,10596,2022-12-06,Chicken Sandwiches,9.95,201.01,Online,Credit Card,Tom Jackson,London,Chicken Sandwiches,Main Course,2000.05,rec_adc0178e5fe8f3fa,2022,12,Dec,2022-12,2022-12-05,49,6,Tuesday,2,False,complete_day
139,10597,2022-12-06,Fries,3.49,573.07,Online,Credit Card,Tom Jackson,London,Fries,Sides,2000.01,rec_c0253a77d2f53525,2022,12,Dec,2022-12,2022-12-05,49,6,Tuesday,2,False,complete_day
137,10595,2022-12-06,Burgers,12.99,538.88,Online,Credit Card,Tom Jackson,London,Burgers,Main Course,7000.05,rec_c0e671f1b0602114,2022,12,Dec,2022-12,2022-12-05,49,6,Tuesday,2,False,complete_day
145,10603,2022-12-07,Beverages,2.95,677.97,Online,Cash,Tom Jackson,London,Beverages,Beverage,2000.01,rec_04dfd1f735a89a01,2022,12,Dec,2022-12,2022-12-05,49,7,Wednesday,3,False,complete_day
144,10602,2022-12-07,Fries,3.49,630.37,Online,Cash,Tom Jackson,London,Fries,Sides,2199.99,rec_20557e7277509ee4,2022,12,Dec,2022-12,2022-12-05,49,7,Wednesday,3,False,complete_day
143,10601,2022-12-07,Chicken Sandwiches,9.95,201.01,Online,Credit Card,Tom Jackson,London,Chicken Sandwiches,Main Course,2000.05,rec_418e9279683e292b,2022,12,Dec,2022-12,2022-12-05,49,7,Wednesday,3,False,complete_day
146,10604,2022-12-07,Sides & Other,4.99,200.4,Online,Cash,Tom Jackson,London,Sides & Other,Sides,1000.0,rec_4ae453a3e745e488,2022,12,Dec,2022-12,2022-12-05,49,7,Wednesday,3,False,complete_day
142,10600,2022-12-07,Burgers,12.99,523.48,Online,Credit Card,Tom Jackson,London,Burgers,Main Course,6800.01,rec_e89d687f0ca35971,2022,12,Dec,2022-12,2022-12-05,49,7,Wednesday,3,False,complete_day
151,10609,2022-12-08,Sides & Other,4.99,200.4,Online,Gift Card,Tom Jackson,London,Sides & Other,Sides,1000.0,rec_3b57539addeb38bf,2022,12,Dec,2022-12,2022-12-05,49,8,Thursday,4,False,complete_day
148,10606,2022-12-08,Chicken Sandwiches,9.95,201.01,Online,Cash,Tom Jackson,London,Chicken Sandwiches,Main Course,2000.05,rec_56867259466fbe00,2022,12,Dec,2022-12,2022-12-05,49,8,Thursday,4,False,complete_day
150,10608,2022-12-08,Beverages,2.95,677.97,Online,Gift Card,Tom Jackson,London,Beverages,Beverage,2000.01,rec_637b0168bd5f0a24,2022,12,Dec,2022-12,2022-12-05,49,8,Thursday,4,False,complete_day
147,10605,2022-12-08,Burgers,12.99,538.88,Online,Cash,Tom Jackson,London,Burgers,Main Course,7000.05,rec_bc77bd4a06e3df85,2022,12,Dec,2022-12,2022-12-05,49,8,Thursday,4,False,complete_day
149,10607,2022-12-08,Fries,3.49,630.37,Online,Cash,Tom Jackson,London,Fries,Sides,2199.99,rec_dd9ffb4715accbf5,2022,12,Dec,2022-12,2022-12-05,49,8,Thursday,4,False,complete_day
155,10613,2022-12-09,Beverages,2.95,677.97,Online,Gift Card,Tom Jackson,London,Beverages,Beverage,2000.01,rec_374273d601106d0a,2022,12,Dec,2022-12,2022-12-05,49,9,Friday,5,False,complete_day
153,10611,2022-12-09,Chicken Sandwiches,9.95,201.01,Online,Gift Card,Tom Jackson,London,Chicken Sandwiches,Main Course,2000.05,rec_47cd10a6609bad85,2022,12,Dec,2022-12,2022-12-05,49,9,Friday,5,False,complete_day
152,10610,2022-12-09,Burgers,12.99,569.67,Online,Gift Card,Tom Jackson,London,Burgers,Main Course,7400.01,rec_59e646099ba17144,2022,12,Dec,2022-12,2022-12-05,49,9,Friday,5,False,complete_day
156,10614,2022-12-09,Sides & Other,4.99,200.4,Online,Gift Card,Tom Jackson,London,Sides & Other,Sides,1000.0,rec_b623daba2fdbb3ed,2022,12,Dec,2022-12,2022-12-05,49,9,Friday,5,False,complete_day
154,10612,2022-12-09,Fries,3.49,630.37,Online,Gift Card,Tom Jackson,London,Fries,Sides,2199.99,rec_c9c729142d466ca5,2022,12,Dec,2022-12,2022-12-05,49,9,Friday,5,False,complete_day
161,10619,2022-12-10,Sides & Other,4.99,200.4,Online,Gift Card,Tom Jackson,London,Sides & Other,Sides,1000.0,rec_1b74e6d07352acdf,2022,12,Dec,2022-12,2022-12-05,49,10,Saturday,6,True,complete_day
158,10616,2022-12-10,Chicken Sandwiches,9.95,201.01,Online,Gift Card,Tom Jackson,London,Chicken Sandwiches,Main Course,2000.05,rec_4fcad3184e4f5596,2022,12,Dec,2022-12,2022-12-05,49,10,Saturday,6,True,complete_day
157,10615,2022-12-10,Burgers,12.99,569.67,Online,Gift Card,Tom Jackson,London,Burgers,Main Course,7400.01,rec_59e537453c9f56b7,2022,12,Dec,2022-12,2022-12-05,49,10,Saturday,6,True,complete_day
160,10618,2022-12-10,Beverages,2.95,677.97,Online,Gift Card,Tom Jackson,London,Beverages,Beverage,2000.01,rec_68467016b16ef6dd,2022,12,Dec,2022-12,2022-12-05,49,10,Saturday,6,True,complete_day
159,10617,2022-12-10,Fries,3.49,630.37,Online,Gift Card,Tom Jackson,London,Fries,Sides,2199.99,rec_85701180ceecc29e,2022,12,Dec,2022-12,2022-12-05,49,10,Saturday,6,True,complete_day
165,10623,2022-12-11,Beverages,2.95,745.76,Online,Gift Card,Tom Jackson,London,Beverages,Beverage,2199.99,rec_68e03a9ce3380b0f,2022,12,Dec,2022-12,2022-12-05,49,11,Sunday,7,True,complete_day
166,10624,2022-12-11,Sides & Other,4.99,200.4,Online,Gift Card,Tom Jackson,London,Sides & Other,Sides,1000.0,rec_745330596255e4b1,2022,12,Dec,2022-12,2022-12-05,49,11,Sunday,7,True,complete_day
164,10622,2022-12-11,Fries,3.49,630.37,Online,Gift Card,Tom Jackson,London,Fries,Sides,2199.99,rec_91db4376de35d851,2022,12,Dec,2022-12,2022-12-05,49,11,Sunday,7,True,complete_day
162,10620,2022-12-11,Burgers,12.99,585.07,Online,Gift Card,Tom Jackson,London,Burgers,Main Course,7600.06,rec_a5d9b4daf5f83479,2022,12,Dec,2022-12,2022-12-05,49,11,Sunday,7,True,complete_day
163,10621,2022-12-11,Chicken Sandwiches,9.95,201.01,Online,Gift Card,Tom Jackson,London,Chicken Sandwiches,Main Course,2000.05,rec_b39a9cd68df2bc15,2022,12,Dec,2022-12,2022-12-05,49,11,Sunday,7,True,complete_day
169,10627,2022-12-12,Fries,3.49,630.37,Online,Gift Card,Tom Jackson,London,Fries,Sides,2199.99,rec_047ddfc5f554e74f,2022,12,Dec,2022-12,2022-12-12,50,12,Monday,1,False,complete_day
168,10626,2022-12-12,Chicken Sandwiches,9.95,201.01,Online,Gift Card,Tom Jackson,London,Chicken Sandwiches,Main Course,2000.05,rec_0ca6a35c05af7a19,2022,12,Dec,2022-12,2022-12-12,50,12,Monday,1,False,complete_day
170,10628,2022-12-12,Beverages,2.95,677.97,Online,Gift Card,Joao Silva,Lisbon,Beverages,Beverage,2000.01,rec_c63db884acc2f45c,2022,12,Dec,2022-12,2022-12-12,50,12,Monday,1,False,complete_day
171,10629,2022-12-12,Sides & Other,4.99,200.4,Online,Gift Card,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_da84e6210ccc704c,2022,12,Dec,2022-12,2022-12-12,50,12,Monday,1,False,complete_day
167,10625,2022-12-12,Burgers,12.99,569.67,Online,Gift Card,Tom Jackson,London,Burgers,Main Course,7400.01,rec_e65e07580430fda2,2022,12,Dec,2022-12,2022-12-12,50,12,Monday,1,False,complete_day
173,10631,2022-12-13,Chicken Sandwiches,9.95,201.01,Online,Gift Card,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2000.05,rec_27d94a85d4a3863b,2022,12,Dec,2022-12,2022-12-12,50,13,Tuesday,2,False,complete_day
174,10632,2022-12-13,Fries,3.49,630.37,Online,Gift Card,Joao Silva,Lisbon,Fries,Sides,2199.99,rec_317bcfc0c4098cc7,2022,12,Dec,2022-12,2022-12-12,50,13,Tuesday,2,False,complete_day
172,10630,2022-12-13,Burgers,12.99,569.67,Online,Cash,Joao Silva,Lisbon,Burgers,Main Course,7400.01,rec_5a00a8029364497b,2022,12,Dec,2022-12,2022-12-12,50,13,Tuesday,2,False,complete_day
176,10634,2022-12-13,Sides & Other,4.99,200.4,Online,Gift Card,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_a24b7b6503236ddb,2022,12,Dec,2022-12,2022-12-12,50,13,Tuesday,2,False,complete_day
175,10633,2022-12-13,Beverages,2.95,677.97,Online,Gift Card,Joao Silva,Lisbon,Beverages,Beverage,2000.01,rec_ac9c1af50e714205,2022,12,Dec,2022-12,2022-12-12,50,13,Tuesday,2,False,complete_day
179,10637,2022-12-14,Fries,3.49,630.37,Online,Gift Card,Joao Silva,Lisbon,Fries,Sides,2199.99,rec_213022290e05dc0a,2022,12,Dec,2022-12,2022-12-12,50,14,Wednesday,3,False,complete_day
180,10638,2022-12-14,Beverages,2.95,677.97,Online,Gift Card,Joao Silva,Lisbon,Beverages,Beverage,2000.01,rec_37a8473ce327e464,2022,12,Dec,2022-12,2022-12-12,50,14,Wednesday,3,False,complete_day
181,10639,2022-12-14,Sides & Other,4.99,200.4,Online,Gift Card,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_6d64ba2f8a621bf5,2022,12,Dec,2022-12,2022-12-12,50,14,Wednesday,3,False,complete_day
178,10636,2022-12-14,Chicken Sandwiches,9.95,221.11,Online,Gift Card,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2200.04,rec_8273f796db281140,2022,12,Dec,2022-12,2022-12-12,50,14,Wednesday,3,False,complete_day
177,10635,2022-12-14,Burgers,12.99,554.27,Online,Gift Card,Joao Silva,Lisbon,Burgers,Main Course,7199.97,rec_8d001ad94ec37578,2022,12,Dec,2022-12,2022-12-12,50,14,Wednesday,3,False,complete_day
185,10643,2022-12-15,Beverages,2.95,677.97,Online,Cash,Joao Silva,Lisbon,Beverages,Beverage,2000.01,rec_759dbdb30208ad28,2022,12,Dec,2022-12,2022-12-12,50,15,Thursday,4,False,complete_day
186,10644,2022-12-15,Sides & Other,4.99,200.4,Online,Cash,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_8268686038d8b3df,2022,12,Dec,2022-12,2022-12-12,50,15,Thursday,4,False,complete_day
183,10641,2022-12-15,Chicken Sandwiches,9.95,221.11,Online,Gift Card,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2200.04,rec_ba9775f757e2c1a6,2022,12,Dec,2022-12,2022-12-12,50,15,Thursday,4,False,complete_day
182,10640,2022-12-15,Burgers,12.99,538.88,Online,Gift Card,Joao Silva,Lisbon,Burgers,Main Course,7000.05,rec_d2980a39420e3101,2022,12,Dec,2022-12,2022-12-12,50,15,Thursday,4,False,complete_day
184,10642,2022-12-15,Fries,3.49,630.37,Online,Cash,Joao Silva,Lisbon,Fries,Sides,2199.99,rec_ebb756ce8c2aaaf3,2022,12,Dec,2022-12,2022-12-12,50,15,Thursday,4,False,complete_day
190,10648,2022-12-16,Beverages,2.95,745.76,Online,Gift Card,Joao Silva,Lisbon,Beverages,Beverage,2199.99,rec_5c43093d0c0e3be0,2022,12,Dec,2022-12,2022-12-12,50,16,Friday,5,False,complete_day
188,10646,2022-12-16,Chicken Sandwiches,9.95,221.11,Online,Cash,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2200.04,rec_73e1a510c097ec7b,2022,12,Dec,2022-12,2022-12-12,50,16,Friday,5,False,complete_day
187,10645,2022-12-16,Burgers,12.99,569.67,Online,Cash,Joao Silva,Lisbon,Burgers,Main Course,7400.01,rec_a30477c53ad8903a,2022,12,Dec,2022-12,2022-12-12,50,16,Friday,5,False,complete_day
191,10649,2022-12-16,Sides & Other,4.99,200.4,Online,Gift Card,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_e1e83d0e1a04ebd2,2022,12,Dec,2022-12,2022-12-12,50,16,Friday,5,False,complete_day
189,10647,2022-12-16,Fries,3.49,630.37,Online,Gift Card,Joao Silva,Lisbon,Fries,Sides,2199.99,rec_e5502d4e4da471e5,2022,12,Dec,2022-12,2022-12-12,50,16,Friday,5,False,complete_day
196,10654,2022-12-17,Sides & Other,4.99,200.4,Online,Gift Card,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_79a271c7171653f4,2022,12,Dec,2022-12,2022-12-12,50,17,Saturday,6,True,complete_day
192,10650,2022-12-17,Burgers,12.99,585.07,Online,Gift Card,Joao Silva,Lisbon,Burgers,Main Course,7600.06,rec_859c031797778180,2022,12,Dec,2022-12,2022-12-12,50,17,Saturday,6,True,complete_day
193,10651,2022-12-17,Chicken Sandwiches,9.95,221.11,Online,Gift Card,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2200.04,rec_a642ee3129e67f6f,2022,12,Dec,2022-12,2022-12-12,50,17,Saturday,6,True,complete_day
194,10652,2022-12-17,Fries,3.49,687.68,Online,Gift Card,Joao Silva,Lisbon,Fries,Sides,2400.0,rec_dc0695e1ec5028ef,2022,12,Dec,2022-12,2022-12-12,50,17,Saturday,6,True,complete_day
195,10653,2022-12-17,Beverages,2.95,745.76,Online,Gift Card,Joao Silva,Lisbon,Beverages,Beverage,2199.99,rec_f6ca1b7b9435ede9,2022,12,Dec,2022-12,2022-12-12,50,17,Saturday,6,True,complete_day
197,10655,2022-12-18,Burgers,12.99,600.46,Online,Gift Card,Joao Silva,Lisbon,Burgers,Main Course,7799.98,rec_0aeccc0dc97fbe3d,2022,12,Dec,2022-12,2022-12-12,50,18,Sunday,7,True,complete_day
199,10657,2022-12-18,Fries,3.49,687.68,Online,Gift Card,Joao Silva,Lisbon,Fries,Sides,2400.0,rec_0d707789f8d702c2,2022,12,Dec,2022-12,2022-12-12,50,18,Sunday,7,True,complete_day
201,10659,2022-12-18,Sides & Other,4.99,200.4,Online,Cash,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_1bd75040ac95dfb2,2022,12,Dec,2022-12,2022-12-12,50,18,Sunday,7,True,complete_day
200,10658,2022-12-18,Beverages,2.95,745.76,Online,Cash,Joao Silva,Lisbon,Beverages,Beverage,2199.99,rec_7ff6e9258b830d9a,2022,12,Dec,2022-12,2022-12-12,50,18,Sunday,7,True,complete_day
198,10656,2022-12-18,Chicken Sandwiches,9.95,221.11,Online,Gift Card,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2200.04,rec_b668e157f03a5c17,2022,12,Dec,2022-12,2022-12-12,50,18,Sunday,7,True,complete_day
203,10661,2022-12-19,Chicken Sandwiches,9.95,221.11,In-store,Cash,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2200.04,rec_4b76c3fac5edb1ee,2022,12,Dec,2022-12,2022-12-19,51,19,Monday,1,False,complete_day
206,10664,2022-12-19,Sides & Other,4.99,200.4,In-store,Cash,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_a062ed8f8e25170a,2022,12,Dec,2022-12,2022-12-19,51,19,Monday,1,False,complete_day
202,10660,2022-12-19,Burgers,12.99,631.25,In-store,Cash,Joao Silva,Lisbon,Burgers,Main Course,8199.94,rec_b807dae427788e5d,2022,12,Dec,2022-12,2022-12-19,51,19,Monday,1,False,complete_day
204,10662,2022-12-19,Fries,3.49,630.37,In-store,Cash,Joao Silva,Lisbon,Fries,Sides,2199.99,rec_eb69a47621f32345,2022,12,Dec,2022-12,2022-12-19,51,19,Monday,1,False,complete_day
205,10663,2022-12-19,Beverages,2.95,745.76,In-store,Cash,Joao Silva,Lisbon,Beverages,Beverage,2199.99,rec_fc72bedf413e430c,2022,12,Dec,2022-12,2022-12-19,51,19,Monday,1,False,complete_day
211,10669,2022-12-20,Sides & Other,4.99,200.4,In-store,Cash,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_3f45a8cc584a90b0,2022,12,Dec,2022-12,2022-12-19,51,20,Tuesday,2,False,complete_day
207,10665,2022-12-20,Burgers,12.99,646.65,In-store,Cash,Joao Silva,Lisbon,Burgers,Main Course,8399.98,rec_857a29d6988fa363,2022,12,Dec,2022-12,2022-12-19,51,20,Tuesday,2,False,complete_day
210,10668,2022-12-20,Beverages,2.95,745.76,In-store,Cash,Joao Silva,Lisbon,Beverages,Beverage,2199.99,rec_a9840d31a0aedcfb,2022,12,Dec,2022-12,2022-12-19,51,20,Tuesday,2,False,complete_day
209,10667,2022-12-20,Fries,3.49,630.37,In-store,Cash,Joao Silva,Lisbon,Fries,Sides,2199.99,rec_e217b78815cea82e,2022,12,Dec,2022-12,2022-12-19,51,20,Tuesday,2,False,complete_day
208,10666,2022-12-20,Chicken Sandwiches,9.95,221.11,In-store,Cash,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2200.04,rec_f805954ee6ddef8f,2022,12,Dec,2022-12,2022-12-19,51,20,Tuesday,2,False,complete_day
212,10670,2022-12-21,Burgers,12.99,677.44,In-store,Cash,Joao Silva,Lisbon,Burgers,Main Course,8799.95,rec_09316a703a1529ed,2022,12,Dec,2022-12,2022-12-19,51,21,Wednesday,3,False,complete_day
214,10672,2022-12-21,Fries,3.49,630.37,In-store,Cash,Joao Silva,Lisbon,Fries,Sides,2199.99,rec_38febe7b548219e5,2022,12,Dec,2022-12,2022-12-19,51,21,Wednesday,3,False,complete_day
216,10674,2022-12-21,Sides & Other,4.99,200.4,In-store,Cash,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_71ff53ee883814f6,2022,12,Dec,2022-12,2022-12-19,51,21,Wednesday,3,False,complete_day
215,10673,2022-12-21,Beverages,2.95,745.76,In-store,Cash,Joao Silva,Lisbon,Beverages,Beverage,2199.99,rec_9f7662c43bbf79d2,2022,12,Dec,2022-12,2022-12-19,51,21,Wednesday,3,False,complete_day
213,10671,2022-12-21,Chicken Sandwiches,9.95,221.11,In-store,Cash,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2200.04,rec_a5f4a2ec7bbadcb5,2022,12,Dec,2022-12,2022-12-19,51,21,Wednesday,3,False,complete_day
219,10677,2022-12-22,Fries,3.49,630.37,In-store,Cash,Joao Silva,Lisbon,Fries,Sides,2199.99,rec_08fc4d8c56d5b50d,2022,12,Dec,2022-12,2022-12-19,51,22,Thursday,4,False,complete_day
218,10676,2022-12-22,Chicken Sandwiches,9.95,241.21,In-store,Cash,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2400.04,rec_1a43c5f9694bdc53,2022,12,Dec,2022-12,2022-12-19,51,22,Thursday,4,False,complete_day
221,10679,2022-12-22,Sides & Other,4.99,200.4,In-store,Cash,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_27bf02b2858262be,2022,12,Dec,2022-12,2022-12-19,51,22,Thursday,4,False,complete_day
217,10675,2022-12-22,Burgers,12.99,677.44,In-store,Cash,Joao Silva,Lisbon,Burgers,Main Course,8799.95,rec_7bacebce6958dca3,2022,12,Dec,2022-12,2022-12-19,51,22,Thursday,4,False,complete_day
220,10678,2022-12-22,Beverages,2.95,745.76,In-store,Cash,Joao Silva,Lisbon,Beverages,Beverage,2199.99,rec_aea3613b0412d983,2022,12,Dec,2022-12,2022-12-19,51,22,Thursday,4,False,complete_day
226,10684,2022-12-23,Sides & Other,4.99,200.4,In-store,Cash,Joao Silva,Lisbon,Sides & Other,Sides,1000.0,rec_07e50c4ece37c2f5,2022,12,Dec,2022-12,2022-12-19,51,23,Friday,5,False,complete_day
225,10683,2022-12-23,Beverages,2.95,677.97,In-store,Cash,Joao Silva,Lisbon,Beverages,Beverage,2000.01,rec_19067eab4d39d1c4,2022,12,Dec,2022-12,2022-12-19,51,23,Friday,5,False,complete_day
222,10680,2022-12-23,Burgers,12.99,646.65,In-store,Cash,Joao Silva,Lisbon,Burgers,Main Course,8399.98,rec_5819606859cb0e44,2022,12,Dec,2022-12,2022-12-19,51,23,Friday,5,False,complete_day
223,10681,2022-12-23,Chicken Sandwiches,9.95,241.21,In-store,Cash,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2400.04,rec_aec03487f50d1620,2022,12,Dec,2022-12,2022-12-19,51,23,Friday,5,False,complete_day
224,10682,2022-12-23,Fries,3.49,630.37,In-store,Cash,Joao Silva,Lisbon,Fries,Sides,2199.99,rec_c9e773496e4c399a,2022,12,Dec,2022-12,2022-12-19,51,23,Friday,5,False,complete_day
228,10686,2022-12-24,Chicken Sandwiches,9.95,241.21,In-store,Cash,Joao Silva,Lisbon,Chicken Sandwiches,Main Course,2400.04,rec_233fd278dcae8a65,2022,12,Dec,2022-12,2022-12-19,51,24,Saturday,6,True,complete_day
230,10688,2022-12-24,Beverages,2.95,677.97,In-store,Cash,Walter Muller,Berlin,Beverages,Beverage,2000.01,rec_42677569c7d62db0,2022,12,Dec,2022-12,2022-12-19,51,24,Saturday,6,True,complete_day
231,10689,2022-12-24,Sides & Other,4.99,200.4,In-store,Cash,Walter Muller,Berlin,Sides & Other,Sides,1000.0,rec_5a18072686d88cdd,2022,12,Dec,2022-12,2022-12-19,51,24,Saturday,6,True,complete_day
229,10687,2022-12-24,Fries,3.49,630.37,In-store,Cash,Walter Muller,Berlin,Fries,Sides,2199.99,rec_740bb7241c3eba5e,2022,12,Dec,2022-12,2022-12-19,51,24,Saturday,6,True,complete_day
227,10685,2022-12-24,Burgers,12.99,677.44,In-store,Cash,Joao Silva,Lisbon,Burgers,Main Course,8799.95,rec_c58e0f6164964bfc,2022,12,Dec,2022-12,2022-12-19,51,24,Saturday,6,True,complete_day
235,10693,2022-12-25,Beverages,2.95,677.97,In-store,Cash,Walter Muller,Berlin,Beverages,Beverage,2000.01,rec_104c877d9a01d112,2022,12,Dec,2022-12,2022-12-19,51,25,Sunday,7,True,complete_day
236,10694,2022-12-25,Sides & Other,4.99,200.4,In-store,Cash,Walter Muller,Berlin,Sides & Other,Sides,1000.0,rec_4f5cddd63cf47005,2022,12,Dec,2022-12,2022-12-19,51,25,Sunday,7,True,complete_day
232,10690,2022-12-25,Burgers,12.99,677.44,In-store,Cash,Walter Muller,Berlin,Burgers,Main Course,8799.95,rec_ae313e39139ccaed,2022,12,Dec,2022-12,2022-12-19,51,25,Sunday,7,True,complete_day
234,10692,2022-12-25,Fries,3.49,630.37,In-store,Cash,Walter Muller,Berlin,Fries,Sides,2199.99,rec_c52b7730133edc5e,2022,12,Dec,2022-12,2022-12-19,51,25,Sunday,7,True,complete_day
233,10691,2022-12-25,Chicken Sandwiches,9.95,261.31,In-store,Cash,Walter Muller,Berlin,Chicken Sandwiches,Main Course,2600.03,rec_fc230899be4bb293,2022,12,Dec,2022-12,2022-12-19,51,25,Sunday,7,True,complete_day
